total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,exposure,entries,turnover,observations,start_date,end_date,ticker,strategy,transaction_cost_bps
1.1495862946077553,0.07218240896959238,0.1776047506194252,0.4813862777389577,0.2736626157027995,0.5182508131550415,1.0,1,1.0,2767,2014-01-02,2024-12-31,JNJ,Buy & Hold,10.0
0.004082297500147325,0.0003711005928839217,0.15296335951166526,0.07907200453720634,0.42099479906450077,0.5065002600104004,0.6949765088543549,11,21.0,2767,2014-01-02,2024-12-31,JNJ,SMA 50/200,10.0
0.0016069201586754733,0.00014624085907377626,0.14495664363956953,0.07399220963805483,0.4039569912014074,0.5115620575743275,0.7658113480303578,40,80.0,2767,2014-01-02,2024-12-31,JNJ,Momentum 12M (absolute),10.0
0.07396921483908891,0.0065202816646257045,0.09752201275213826,0.11519067163514396,0.22539720556294052,0.5267857142857143,0.12143115287314782,17,33.0,2767,2014-01-02,2024-12-31,JNJ,RSI 14,10.0
0.7128323040605793,0.05023188017360636,0.2695215722357082,0.3165941720937185,0.6239596054821559,0.5027105168052042,1.0,1,1.0,2767,2014-01-02,2024-12-31,XOM,Buy & Hold,10.0
0.3264597994193503,0.02606332288423796,0.18145423488205245,0.23257024009110855,0.42464076652695715,0.510230179028133,0.5652331044452475,10,19.0,2767,2014-01-02,2024-12-31,XOM,SMA 50/200,10.0
0.3872297582917674,0.03025785108708612,0.18046867012004683,0.255494646913378,0.3445027756243877,0.5126506024096386,0.5999277195518612,29,57.0,2767,2014-01-02,2024-12-31,XOM,Momentum 12M (absolute),10.0
0.22210691192803056,0.018435027920292724,0.1435628723561727,0.19913681127941316,0.5166220056352633,0.5104712041884817,0.13805565594506686,22,43.0,2767,2014-01-02,2024-12-31,XOM,RSI 14,10.0
3.2964795818060884,0.14198318319592063,0.20535979939645252,0.74926996889587,0.36435187158396243,0.5305384893386339,1.0,1,1.0,2767,2014-01-02,2024-12-31,WMT,Buy & Hold,10.0
1.0878287989033826,0.069339695363698,0.17669833844760724,0.4676933829978582,0.4180606310023661,0.5358527131782945,0.7459342247921937,11,21.0,2767,2014-01-02,2024-12-31,WMT,SMA 50/200,10.0
1.9449346729860482,0.10336778347145703,0.17801745812798553,0.6414708659724401,0.27375617037892896,0.5308863025962399,0.8073726057101555,28,55.0,2767,2014-01-02,2024-12-31,WMT,Momentum 12M (absolute),10.0
0.32140711486615947,0.025706751384248383,0.0690652751085977,0.40183566800652576,0.1012953297826712,0.5307692307692308,0.093964582580412,15,30.0,2767,2014-01-02,2024-12-31,WMT,RSI 14,10.0
4.405461805826846,0.16611544917967547,0.29004704895631217,0.6752845364832518,0.4463249755123695,0.5193350198771233,1.0,1,1.0,2767,2014-01-02,2024-12-31,CAT,Buy & Hold,10.0
1.0191193174937885,0.0660857262062029,0.2153495059260044,0.40528536563248063,0.5977448632643947,0.521594684385382,0.6526924466931695,9,17.0,2767,2014-01-02,2024-12-31,CAT,SMA 50/200,10.0
1.609981516696255,0.09130104922386306,0.2142601435328649,0.5149970752912605,0.4364046121240651,0.5202774813233725,0.6772677990603542,24,47.0,2767,2014-01-02,2024-12-31,CAT,Momentum 12M (absolute),10.0
0.6861763690780782,0.0487327236678734,0.136105166209126,0.4182545179381133,0.2801721684704258,0.5277777777777778,0.13010480664980123,21,41.0,2767,2014-01-02,2024-12-31,CAT,RSI 14,10.0
